s2	nop	r1	9402831560	62396279	331354	9340103927	-	rc=0
s2	nop	r2	9402835982	62405052	331354	9340099576	-	rc=0
s2	assign	r1	19603191338	62496612	331340	19540363386	-	rc=0
s2	assign	r2	19603199719	62496956	331340	19540371423	-	rc=0
s2	rexxcps	r1	19441003272	1543404959	331370	17897266943	-	rc=0
s2	rexxcps	r2	19441861622	1544258155	331370	17897272097	-	rc=0
s2	varlookup	r1	14905606839	62378390	331354	14842897095	-	rc=0
s2	varlookup	r2	14905613322	62380160	331354	14842901808	-	rc=0
s2	emptyloop	r1	9348597332	62382696	331354	9285883282	-	rc=0
s2	emptyloop	r2	9348566592	62352346	331354	9285882892	-	rc=0
s2	arith	r1	12132697613	613025833	331354	11519340426	-	rc=0
s2	arith	r2	12148791224	629122685	331354	11519337185	-	rc=0
s2	dispatch	r1	22864004600	2392598846	331354	20471074400	-	rc=0
s2	dispatch	r2	22824000381	2352591922	331354	20471077105	-	rc=0
s2	compound	r1	9654288077	419553232	331354	9234403491	-	rc=0
s2	compound	r2	9650157192	415430748	331354	9234395090	-	rc=0
s5	nop	r1	9703857399	62427950	331355	9641098094	-	rc=0
s5	nop	r2	9703859846	62426792	331355	9641101699	-	rc=0
s5	assign	r1	19604203118	62500656	331341	19541371121	-	rc=0
s5	assign	r2	19604209942	62515638	331341	19541362963	-	rc=0
s5	rexxcps	r1	19669489313	1545576787	331371	18123581155	-	rc=0
s5	rexxcps	r2	19668182907	1544275957	331371	18123575579	-	rc=0
s5	varlookup	r1	15095599293	62359557	331355	15032908381	-	rc=0
s5	varlookup	r2	15095625407	62383563	331355	15032910489	-	rc=0
s5	emptyloop	r1	9448600042	62385039	331355	9385883648	-	rc=0
s5	emptyloop	r2	9448598822	62380654	331355	9385886813	-	rc=0
s5	arith	r1	12153260876	607588726	331355	11545340795	-	rc=0
s5	arith	r2	12176317986	630646264	331355	11545340367	-	rc=0
s5	dispatch	r1	22863984879	2352575177	331355	20511078347	-	rc=0
s5	dispatch	r2	22864006736	2352595024	331355	20511080357	-	rc=0
s5	compound	r1	9750165876	415435992	331355	9334398529	-	rc=0
s5	compound	r2	9745473360	410738985	331355	9334403020	-	rc=0
