base	nop	r1	10102856662	62424634	331354	10040100674	-	rc=0
base	nop	r2	10102851788	62423305	331354	10040097129	-	rc=0
base	assign	r1	20303203672	62498640	331354	20240373678	-	rc=0
base	assign	r2	20303196158	62501306	331354	20240363498	-	rc=0
base	rexxcps	r1	19561879906	1543872099	331384	18017676423	-	rc=0
base	rexxcps	r2	19562505628	1544490577	331384	18017683667	-	rc=0
base	varlookup	r1	15171589195	62363776	331354	15108894065	-	rc=0
base	varlookup	r2	15171607080	62367805	331354	15108907921	-	rc=0
base	emptyloop	r1	9523595092	62379577	331354	9460884161	-	rc=0
base	emptyloop	r2	9523572460	62356093	331354	9460885013	-	rc=0
base	arith	r1	12174205805	630037636	331354	11543836815	-	rc=0
base	arith	r2	12102293801	558113482	331354	11543848965	-	rc=0
base	dispatch	r1	22908982583	2352571875	331340	20556079368	-	rc=0
base	dispatch	r2	22908981657	2352569572	331340	20556080745	-	rc=0
base	compound	r1	9728270049	423534524	331340	9304404185	-	rc=0
base	compound	r2	9734929247	430200504	331340	9304397403	-	rc=0
s2	nop	r1	9402871261	62427057	331354	9340112850	-	rc=0
s2	nop	r2	9402852395	62420934	331354	9340100107	-	rc=0
s2	assign	r1	19603199590	62499132	331340	19540369118	-	rc=0
s2	assign	r2	19603190495	62495707	331340	19540363448	-	rc=0
s2	rexxcps	r1	19441476227	1543859386	331370	17897285471	-	rc=0
s2	rexxcps	r2	19440943764	1543345343	331370	17897267051	-	rc=0
s2	varlookup	r1	14905602865	62373055	331354	14842898456	-	rc=0
s2	varlookup	r2	14905588905	62359421	331354	14842898130	-	rc=0
s2	emptyloop	r1	9348599767	62386663	331354	9285881750	-	rc=0
s2	emptyloop	r2	9348599031	62380449	331354	9285887228	-	rc=0
s2	arith	r1	12148631920	628963265	331354	11519337301	-	rc=0
s2	arith	r2	12129058598	609390531	331354	11519336713	-	rc=0
s2	dispatch	r1	22824006770	2352591305	331354	20471084111	-	rc=0
s2	dispatch	r2	22903995209	2432591135	331354	20471072720	-	rc=0
s2	compound	r1	9649814926	415085112	331354	9234398460	-	rc=0
s2	compound	r2	9650342035	415615242	331354	9234395439	-	rc=0
