task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	arm_ratio	ir/tw	small	cycles:u	1.003533	0.998393	1.012921	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	absolute	tw	small	cycles:u	15541049799.000000	15456959970.000000	15563232811.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	absolute	ir	small	cycles:u	15618222354.000000	15510923168.000000	15737215630.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	arm_ratio	ir/tw	large	cycles:u	1.009794	0.999268	1.013067	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	absolute	tw	large	cycles:u	30871308598.000000	30767621180.000000	31083869348.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	absolute	ir	large	cycles:u	31119394065.000000	31059351124.000000	31274708319.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	per_pass	tw	-	cycles:u	808.781548	801.398494	816.875607	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	fixed	tw	-	cycles:u	114323624.000000	42596273.999998	314478418.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	per_pass	ir	-	cycles:u	814.154882	806.428184	829.672903	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	fixed	ir	-	cycles:u	175332453.000000	-252861983.000000	415080136.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	generic	per_pass_gap	ir-tw	-	cycles:u	5.373334	-4.091928	19.829016	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	arm_ratio	ir/tw	small	instructions:u	1.062565	1.062565	1.062565	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	tw	small	instructions:u	72580653892.000000	72580653036.000000	72580654081.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	ir	small	instructions:u	77121660682.000000	77121660127.000000	77121661393.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	arm_ratio	ir/tw	large	instructions:u	1.062565	1.062565	1.062565	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	tw	large	instructions:u	145160693751.000000	145160693564.000000	145160694313.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	absolute	ir	large	instructions:u	154242700146.000000	154242699991.000000	154242700919.000000	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	per_pass	tw	-	instructions:u	3820.002117	3820.002092	3820.002167	5
7-M2-breakdown	fd0ea6d1..ced6c209	varlookup	m7head	fixed	tw	-	instructions:u	613849.000000	611872.000000	614183.000000	5
