task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
3	8bcf6375e	emptyloop	head	absolute	ir	small	instructions:u	4714833576.000000	4714656189.000000	4714977372.000000	5
3	8bcf6375e	emptyloop	head	arm_ratio	ir/tw	large	instructions:u	0.849014	0.848980	0.849024	5
3	8bcf6375e	emptyloop	head	absolute	tw	large	instructions:u	10927296689.000000	10927127910.000000	10927574733.000000	5
3	8bcf6375e	emptyloop	head	absolute	ir	large	instructions:u	9277393632.000000	9277237303.000000	9277444854.000000	5
3	8bcf6375e	emptyloop	head	per_pass	tw	-	instructions:u	431.006828	430.975017	431.010770	5
3	8bcf6375e	emptyloop	head	fixed	tw	-	instructions:u	152393255.000000	152027429.000000	152886193.000000	5
3	8bcf6375e	emptyloop	head	per_pass	ir	-	instructions:u	365.004804	364.988343	365.011000	5
3	8bcf6375e	emptyloop	head	fixed	ir	-	instructions:u	152273520.000000	152018690.000000	152528719.000000	5
3	8bcf6375e	emptyloop	head	per_pass_gap	ir-tw	-	instructions:u	-65.996259	-66.018485	-65.967699	5
3	8bcf6375e	emptyloop	head	arm_ratio	ir/tw	small	cycles:u	0.869442	0.860614	0.903031	5
3	8bcf6375e	emptyloop	head	absolute	tw	small	cycles:u	916049023.000000	913477825.000000	931069509.000000	5
3	8bcf6375e	emptyloop	head	absolute	ir	small	cycles:u	802718758.000000	788364785.000000	826447244.000000	5
3	8bcf6375e	emptyloop	head	arm_ratio	ir/tw	large	cycles:u	0.859454	0.857395	0.862441	5
3	8bcf6375e	emptyloop	head	absolute	tw	large	cycles:u	1765281780.000000	1756914025.000000	1799920033.000000	5
3	8bcf6375e	emptyloop	head	absolute	ir	large	cycles:u	1518205211.000000	1513544165.000000	1546947634.000000	5
3	8bcf6375e	emptyloop	head	per_pass	tw	-	cycles:u	67.905470	66.736982	70.483114	5
3	8bcf6375e	emptyloop	head	fixed	tw	-	cycles:u	67230652.000000	37842181.000000	96857238.000000	5
3	8bcf6375e	emptyloop	head	per_pass	ir	-	cycles:u	56.866033	55.340637	59.842706	5
3	8bcf6375e	emptyloop	head	fixed	ir	-	cycles:u	91893351.000000	50879996.000000	134689277.000000	5
3	8bcf6375e	emptyloop	head	per_pass_gap	ir-tw	-	cycles:u	-10.640409	-12.891431	-9.343891	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	tw	small	instructions:u	1.000131	1.000081	1.000140	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	ir	small	instructions:u	1.000130	1.000044	1.000171	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	tw	large	instructions:u	1.000049	1.000028	1.000060	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	ir	large	instructions:u	1.000052	1.000020	1.000090	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	tw	small	cycles:u	0.935085	0.927513	0.953666	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	ir	small	cycles:u	1.009103	0.990153	1.025715	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	tw	large	cycles:u	0.930641	0.929469	0.950491	5
3	8bcf6375e	emptyloop	pinned>head	across_builds	ir	large	cycles:u	0.998667	0.995472	1.016077	5
3	8bcf6375e	strings	pinned	arm_ratio	ir/tw	small	instructions:u	0.660920	0.660910	0.660923	5
3	8bcf6375e	strings	pinned	absolute	tw	small	instructions:u	16384962987.000000	16384776143.000000	16385033557.000000	5
3	8bcf6375e	strings	pinned	absolute	ir	small	instructions:u	10829080771.000000	10828990525.000000	10829230429.000000	5
3	8bcf6375e	strings	pinned	arm_ratio	ir/tw	large	instructions:u	0.659346	0.659337	0.659350	5
3	8bcf6375e	strings	pinned	absolute	tw	large	instructions:u	32619232898.000000	32618984059.000000	32619488890.000000	5
3	8bcf6375e	strings	pinned	absolute	ir	large	instructions:u	21507317557.000000	21507208926.000000	21507415773.000000	5
3	8bcf6375e	strings	pinned	per_pass	tw	-	instructions:u	10822.906073	10822.647030	10823.017269	5
3	8bcf6375e	strings	pinned	fixed	tw	-	instructions:u	150437084.000000	150319387.999998	151042969.000000	5
3	8bcf6375e	strings	pinned	per_pass	ir	-	instructions:u	7118.790229	7118.754567	7118.852237	5
3	8bcf6375e	strings	pinned	fixed	ir	-	instructions:u	150848422.000000	150734291.000000	151053857.000000	5
3	8bcf6375e	strings	pinned	per_pass_gap	ir-tw	-	instructions:u	-3704.118933	-3704.179779	-3703.892463	5
3	8bcf6375e	strings	pinned	arm_ratio	ir/tw	small	cycles:u	0.590509	0.557824	0.592329	5
3	8bcf6375e	strings	pinned	absolute	tw	small	cycles:u	3494073930.000000	3475450027.000000	3683079605.000000	5
3	8bcf6375e	strings	pinned	absolute	ir	small	cycles:u	2058610326.000000	2053931922.000000	2067259540.000000	5
3	8bcf6375e	strings	pinned	arm_ratio	ir/tw	large	cycles:u	0.582990	0.543266	0.596013	5
3	8bcf6375e	strings	pinned	absolute	tw	large	cycles:u	6923456773.000000	6857090416.000000	7533601186.000000	5
3	8bcf6375e	strings	pinned	absolute	ir	large	cycles:u	4041276687.000000	4036306826.000000	4092752083.000000	5
3	8bcf6375e	strings	pinned	per_pass	tw	-	cycles:u	2257.564729	2160.251445	2649.485029	5
3	8bcf6375e	strings	pinned	fixed	tw	-	cycles:u	107487761.000000	-414853900.000000	442702437.000000	5
3	8bcf6375e	strings	pinned	per_pass	ir	-	cycles:u	1321.197314	1316.011431	1359.213441	5
3	8bcf6375e	strings	pinned	fixed	ir	-	cycles:u	72714884.000000	15111761.000000	93242393.000000	5
3	8bcf6375e	strings	pinned	per_pass_gap	ir-tw	-	cycles:u	-941.553297	-1290.271588	-839.054131	5
3	8bcf6375e	strings	head	arm_ratio	ir/tw	small	instructions:u	0.660865	0.660844	0.660869	5
3	8bcf6375e	strings	head	absolute	tw	small	instructions:u	16382543112.000000	16382404647.000000	16382666393.000000	5
3	8bcf6375e	strings	head	absolute	ir	small	instructions:u	10826617099.000000	10826371662.000000	10826686219.000000	5
3	8bcf6375e	strings	head	arm_ratio	ir/tw	large	instructions:u	0.659282	0.659281	0.659289	5
3	8bcf6375e	strings	head	absolute	tw	large	instructions:u	32614000039.000000	32613953915.000000	32614044102.000000	5
3	8bcf6375e	strings	head	absolute	ir	large	instructions:u	21501830496.000000	21501796820.000000	21502063456.000000	5
3	8bcf6375e	strings	head	per_pass	tw	-	instructions:u	10820.955582	10820.872267	10821.063595	5
3	8bcf6375e	strings	head	fixed	tw	-	instructions:u	151087169.000000	150809255.000000	151357991.999998	5
3	8bcf6375e	strings	head	per_pass	ir	-	instructions:u	7116.811297	7116.762851	7117.127863	5
3	8bcf6375e	strings	head	fixed	ir	-	instructions:u	151368684.000000	150679868.000000	151541942.000000	5
3	8bcf6375e	strings	head	per_pass_gap	ir-tw	-	instructions:u	-3704.104739	-3704.277114	-3703.779091	5
3	8bcf6375e	strings	head	arm_ratio	ir/tw	small	cycles:u	0.590707	0.530572	0.593066	5
3	8bcf6375e	strings	head	absolute	tw	small	cycles:u	3414103578.000000	3411313897.000000	3807756003.000000	5
3	8bcf6375e	strings	head	absolute	ir	small	cycles:u	2021601496.000000	2015087310.000000	2024788837.000000	5
3	8bcf6375e	strings	head	arm_ratio	ir/tw	large	cycles:u	0.588218	0.584787	0.602415	5
3	8bcf6375e	strings	head	absolute	tw	large	cycles:u	6779011058.000000	6694849476.000000	6794595456.000000	5
3	8bcf6375e	strings	head	absolute	ir	large	cycles:u	3996218179.000000	3973390046.000000	4033078633.000000	5
3	8bcf6375e	strings	head	per_pass	tw	-	cycles:u	2218.714908	1990.678690	2253.661252	5
