task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
6	84f3e580b	arith	head	fixed	tw	-	instructions:u	-30415590.000000	-30417614.000000	-30414338.000000	5
6	84f3e580b	arith	head	per_pass	ir	-	instructions:u	23777.903052	23777.900536	23777.907480	5
6	84f3e580b	arith	head	fixed	ir	-	instructions:u	96699122.000000	96697080.000000	96700676.000000	5
6	84f3e580b	arith	head	per_pass_gap	ir-tw	-	instructions:u	-2591.734936	-2591.740872	-2591.724424	5
6	84f3e580b	arith	head	arm_ratio	ir/tw	small	cycles:u	0.949704	0.946653	0.963883	5
6	84f3e580b	arith	head	absolute	tw	small	cycles:u	1987865439.000000	1975713540.000000	2002547740.000000	5
6	84f3e580b	arith	head	absolute	ir	small	cycles:u	1895235140.000000	1887301150.000000	1904357121.000000	5
6	84f3e580b	arith	head	arm_ratio	ir/tw	large	cycles:u	0.946997	0.943558	0.948739	5
6	84f3e580b	arith	head	absolute	tw	large	cycles:u	3991068745.000000	3968598702.000000	4011187511.000000	5
6	84f3e580b	arith	head	absolute	ir	large	cycles:u	3773204221.000000	3748147037.000000	3803895143.000000	5
6	84f3e580b	arith	head	per_pass	tw	-	cycles:u	7957.877760	7935.808324	8092.796916	5
6	84f3e580b	arith	head	fixed	tw	-	cycles:u	-10340178.000000	-47485689.000000	14026735.000000	5
6	84f3e580b	arith	head	per_pass	ir	-	cycles:u	7479.723660	7441.051244	7666.375972	5
6	84f3e580b	arith	head	fixed	ir	-	cycles:u	25304225.000000	-29292843.000000	35510021.000000	5
6	84f3e580b	arith	head	per_pass_gap	ir-tw	-	cycles:u	-478.154100	-617.408516	-418.833552	5
6	84f3e580b	arith	pinned>head	across_builds	tw	small	instructions:u	1.000453	1.000453	1.000453	5
6	84f3e580b	arith	pinned>head	across_builds	ir	small	instructions:u	1.000542	1.000541	1.000542	5
6	84f3e580b	arith	pinned>head	across_builds	tw	large	instructions:u	1.000466	1.000466	1.000466	5
6	84f3e580b	arith	pinned>head	across_builds	ir	large	instructions:u	1.000552	1.000552	1.000552	5
6	84f3e580b	arith	pinned>head	across_builds	tw	small	cycles:u	0.927270	0.922374	0.940111	5
6	84f3e580b	arith	pinned>head	across_builds	ir	small	cycles:u	0.944693	0.938242	0.948689	5
6	84f3e580b	arith	pinned>head	across_builds	tw	large	cycles:u	0.930390	0.923736	0.933588	5
6	84f3e580b	arith	pinned>head	across_builds	ir	large	cycles:u	0.950023	0.940988	0.955850	5
6	84f3e580b	compound	pinned	arm_ratio	ir/tw	small	instructions:u	0.700133	0.700133	0.700133	5
6	84f3e580b	compound	pinned	absolute	tw	small	instructions:u	6820456014.000000	6820454922.000000	6820456599.000000	5
6	84f3e580b	compound	pinned	absolute	ir	small	instructions:u	4775228737.000000	4775228438.000000	4775229334.000000	5
6	84f3e580b	compound	pinned	arm_ratio	ir/tw	large	instructions:u	0.700111	0.700111	0.700111	5
6	84f3e580b	compound	pinned	absolute	tw	large	instructions:u	13639156046.000000	13639155629.000000	13639157115.000000	5
6	84f3e580b	compound	pinned	absolute	ir	large	instructions:u	9548929284.000000	9548928824.000000	9548929702.000000	5
6	84f3e580b	compound	pinned	per_pass	tw	-	instructions:u	2727.480023	2727.479748	2727.480450	5
6	84f3e580b	compound	pinned	fixed	tw	-	instructions:u	1755515.000000	1753796.000000	1757228.999999	5
6	84f3e580b	compound	pinned	per_pass	ir	-	instructions:u	1909.480282	1909.479873	1909.480342	5
6	84f3e580b	compound	pinned	fixed	ir	-	instructions:u	1527990.000000	1527872.000000	1529651.000000	5
6	84f3e580b	compound	pinned	per_pass_gap	ir-tw	-	instructions:u	-818.000140	-818.000286	-817.999406	5
6	84f3e580b	compound	pinned	arm_ratio	ir/tw	small	cycles:u	0.633427	0.625763	0.634689	5
6	84f3e580b	compound	pinned	absolute	tw	small	cycles:u	1449876784.000000	1444481823.000000	1463208663.000000	5
6	84f3e580b	compound	pinned	absolute	ir	small	cycles:u	916724481.000000	915622305.000000	922914593.000000	5
6	84f3e580b	compound	pinned	arm_ratio	ir/tw	large	cycles:u	0.649191	0.631830	0.651413	5
6	84f3e580b	compound	pinned	absolute	tw	large	cycles:u	2890485737.000000	2878695188.000000	2897853323.000000	5
6	84f3e580b	compound	pinned	absolute	ir	large	cycles:u	1875219562.000000	1827239863.000000	1880443128.000000	5
6	84f3e580b	compound	pinned	per_pass	tw	-	cycles:u	576.334356	570.910830	576.842104	5
6	84f3e580b	compound	pinned	fixed	tw	-	cycles:u	10268458.000000	6236807.000000	35931589.000000	5
6	84f3e580b	compound	pinned	per_pass	ir	-	cycles:u	383.398032	364.569192	384.710730	5
6	84f3e580b	compound	pinned	fixed	ir	-	cycles:u	-41770600.000000	-45232008.000000	9094710.000000	5
6	84f3e580b	compound	pinned	per_pass_gap	ir-tw	-	cycles:u	-191.765305	-212.272912	-186.569104	5
6	84f3e580b	compound	head	arm_ratio	ir/tw	small	instructions:u	0.700133	0.700133	0.700133	5
6	84f3e580b	compound	head	absolute	tw	small	instructions:u	6820455803.000000	6820455250.000000	6820456780.000000	5
6	84f3e580b	compound	head	absolute	ir	small	instructions:u	4775228706.000000	4775228351.000000	4775228884.000000	5
6	84f3e580b	compound	head	arm_ratio	ir/tw	large	instructions:u	0.700111	0.700111	0.700111	5
6	84f3e580b	compound	head	absolute	tw	large	instructions:u	13639156131.000000	13639155640.000000	13639157202.000000	5
6	84f3e580b	compound	head	absolute	ir	large	instructions:u	9548929083.000000	9548928787.000000	9548929549.000000	5
6	84f3e580b	compound	head	per_pass	tw	-	instructions:u	2727.480131	2727.479619	2727.480426	5
6	84f3e580b	compound	head	fixed	tw	-	instructions:u	1755475.000000	1754184.000000	1757732.000000	5
6	84f3e580b	compound	head	per_pass	ir	-	instructions:u	1909.480151	1909.480002	1909.480337	5
6	84f3e580b	compound	head	fixed	ir	-	instructions:u	1528329.000000	1527728.000000	1528775.000000	5
6	84f3e580b	compound	head	per_pass_gap	ir-tw	-	instructions:u	-817.999978	-818.000179	-817.999468	5
6	84f3e580b	compound	head	arm_ratio	ir/tw	small	cycles:u	0.628469	0.556947	0.635519	5
6	84f3e580b	compound	head	absolute	tw	small	cycles:u	1465493013.000000	1455380514.000000	1632235536.000000	5
6	84f3e580b	compound	head	absolute	ir	small	cycles:u	914661884.000000	908195044.000000	936264656.000000	5
6	84f3e580b	compound	head	arm_ratio	ir/tw	large	cycles:u	0.623291	0.621744	0.634863	5
6	84f3e580b	compound	head	absolute	tw	large	cycles:u	2927620607.000000	2915354725.000000	2931561771.000000	5
6	84f3e580b	compound	head	absolute	ir	large	cycles:u	1824759190.000000	1815350990.000000	1858808039.000000	5
6	84f3e580b	compound	head	per_pass	tw	-	cycles:u	583.527577	519.730494	588.896037	5
6	84f3e580b	compound	head	fixed	tw	-	cycles:u	6674070.000000	-16859579.000000	332909301.000000	5
6	84f3e580b	compound	head	per_pass	ir	-	cycles:u	365.445373	351.634534	376.669602	5
6	84f3e580b	compound	head	fixed	ir	-	cycles:u	-4545507.000000	-24539973.000000	57178322.000000	5
6	84f3e580b	compound	head	per_pass_gap	ir-tw	-	cycles:u	-216.450266	-225.215591	-154.285121	5
6	84f3e580b	compound	pinned>head	across_builds	tw	small	instructions:u	1.000000	1.000000	1.000000	5
6	84f3e580b	compound	pinned>head	across_builds	ir	small	instructions:u	1.000000	1.000000	1.000000	5
