task	commit	axis	build	scope	arm	size	instrument	value_median	value_min	value_max	value_rounds
5b-drift	b1ec122ca	compound	head	arm_ratio	ir/tw	small	cycles:u	0.657238	0.642220	0.661245	7
5b-drift	b1ec122ca	compound	head	absolute	tw	small	cycles:u	1662666891.000000	1654074289.000000	1700697807.000000	7
5b-drift	b1ec122ca	compound	head	absolute	ir	small	cycles:u	1092221875.000000	1084348178.000000	1100165761.000000	7
5b-drift	b1ec122ca	compound	head	arm_ratio	ir/tw	large	cycles:u	0.648643	0.642653	0.654008	7
5b-drift	b1ec122ca	compound	head	absolute	tw	large	cycles:u	3255945073.000000	3245498835.000000	3284651734.000000	7
5b-drift	b1ec122ca	compound	head	absolute	ir	large	cycles:u	2114128417.000000	2094094400.000000	2139116485.000000	7
5b-drift	b1ec122ca	compound	head	per_pass	tw	-	cycles:u	638.153978	632.688119	648.363771	7
5b-drift	b1ec122ca	compound	head	fixed	tw	-	cycles:u	63386744.000000	33164862.000000	116743880.000000	7
5b-drift	b1ec122ca	compound	head	per_pass	ir	-	cycles:u	409.422780	397.571456	417.403052	7
5b-drift	b1ec122ca	compound	head	fixed	ir	-	cycles:u	64831881.000000	52101227.000000	106237122.000000	7
5b-drift	b1ec122ca	compound	head	per_pass_gap	ir-tw	-	cycles:u	-228.335633	-236.011579	-225.441313	7
5b-drift	b1ec122ca	compound	base>head	across_builds	tw	small	instructions:u	1.100592	1.100577	1.100622	7
5b-drift	b1ec122ca	compound	base>head	across_builds	ir	small	instructions:u	1.144206	1.144168	1.144273	7
5b-drift	b1ec122ca	compound	base>head	across_builds	tw	large	instructions:u	1.089532	1.089524	1.089544	7
5b-drift	b1ec122ca	compound	base>head	across_builds	ir	large	instructions:u	1.128407	1.128390	1.128429	7
5b-drift	b1ec122ca	compound	base>head	across_builds	tw	small	cycles:u	1.138164	1.027189	1.167698	7
5b-drift	b1ec122ca	compound	base>head	across_builds	ir	small	cycles:u	1.205039	1.194447	1.217822	7
5b-drift	b1ec122ca	compound	base>head	across_builds	tw	large	cycles:u	1.117985	1.112893	1.124513	7
5b-drift	b1ec122ca	compound	base>head	across_builds	ir	large	cycles:u	1.168538	1.161206	1.183526	7
5b-drift	b1ec122ca	dispatchclass	base	arm_ratio	ir/tw	small	instructions:u	0.988204	0.986377	0.992864	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	tw	small	instructions:u	12886076410.000000	12886037398.000000	12909947602.000000	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	ir	small	instructions:u	12734078768.000000	12734007660.000000	12794163410.000000	7
5b-drift	b1ec122ca	dispatchclass	base	arm_ratio	ir/tw	large	instructions:u	0.988180	0.984819	0.988188	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	tw	large	instructions:u	25722879895.000000	25722787197.000000	25810852691.000000	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	ir	large	instructions:u	25418868637.000000	25418821250.000000	25419020261.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass	tw	-	instructions:u	6418.404897	6418.349815	6462.402154	7
5b-drift	b1ec122ca	dispatchclass	base	fixed	tw	-	instructions:u	49246655.000000	-38755923.000000	49387937.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass	ir	-	instructions:u	6342.394935	6312.328920	6342.488189	7
5b-drift	b1ec122ca	dispatchclass	base	fixed	ir	-	instructions:u	49284183.000000	49067507.000000	169505570.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass_gap	ir-tw	-	instructions:u	-76.024239	-119.913965	-75.933871	7
5b-drift	b1ec122ca	dispatchclass	base	arm_ratio	ir/tw	small	cycles:u	0.999631	0.996176	1.031448	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	tw	small	cycles:u	2982849205.000000	2972169189.000000	3050705531.000000	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	ir	small	cycles:u	3037352781.000000	2975751107.000000	3069470231.000000	7
5b-drift	b1ec122ca	dispatchclass	base	arm_ratio	ir/tw	large	cycles:u	1.029748	1.000168	1.042375	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	tw	large	cycles:u	5870076312.000000	5849554151.000000	6084400407.000000	7
5b-drift	b1ec122ca	dispatchclass	base	absolute	ir	large	cycles:u	6044701309.000000	5937767584.000000	6337992497.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass	tw	-	cycles:u	1443.613554	1405.913061	1534.496596	7
5b-drift	b1ec122ca	dispatchclass	base	fixed	tw	-	cycles:u	94441306.000000	-53585979.000000	238879409.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass	ir	-	cycles:u	1527.051215	1434.148676	1648.783799	7
5b-drift	b1ec122ca	dispatchclass	base	fixed	ir	-	cycles:u	-15061695.000000	-257142697.000000	201172878.000000	7
5b-drift	b1ec122ca	dispatchclass	base	per_pass_gap	ir-tw	-	cycles:u	90.861547	-34.277759	121.138154	7
5b-drift	b1ec122ca	dispatchclass	head	arm_ratio	ir/tw	small	instructions:u	0.990191	0.990155	0.996594	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	tw	small	instructions:u	14050831439.000000	14050672793.000000	14050924640.000000	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	ir	small	instructions:u	13912911428.000000	13912598173.000000	14002813620.000000	7
5b-drift	b1ec122ca	dispatchclass	head	arm_ratio	ir/tw	large	instructions:u	0.990127	0.988005	0.991701	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	tw	large	instructions:u	27949633494.000000	27949385697.000000	28009605673.000000	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	ir	large	instructions:u	27673629599.000000	27673267985.000000	27717670876.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass	tw	-	instructions:u	6949.396204	6949.326373	6979.466440	7
5b-drift	b1ec122ca	dispatchclass	head	fixed	tw	-	instructions:u	151961083.000000	91739913.000000	152271894.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass	ir	-	instructions:u	6880.365061	6835.411778	6902.383858	7
5b-drift	b1ec122ca	dispatchclass	head	fixed	ir	-	instructions:u	152096181.000000	108135444.000000	331990065.000000	7
5b-drift	b1ec122ca	dispatchclass	head	per_pass_gap	ir-tw	-	instructions:u	-68.991093	-144.054662	-47.012346	7
5b-drift	b1ec122ca	dispatchclass	head	arm_ratio	ir/tw	small	cycles:u	1.060485	1.050748	1.067629	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	tw	small	cycles:u	3424042060.000000	3399668311.000000	3476052035.000000	7
5b-drift	b1ec122ca	dispatchclass	head	absolute	ir	small	cycles:u	3639144889.000000	3606496912.000000	3682002514.000000	7
